Area,Treatment,Seed_species,Year,Month,initial_day,final_day,total,exclosure,survival
01JM1,AcnArb,Syagrus_romanzoffiana,2024,June,6,8,5,In,5
01JM1,AcnArb&CasSyl,Syagrus_romanzoffiana,2024,June,6,8,5,Out,5
01JM1,AcnArb&CasSyl,Syagrus_romanzoffiana,2024,June,6,8,5,In,5
01JM1,All,Syagrus_romanzoffiana,2024,June,6,8,5,Out,5
01JM1,All,Syagrus_romanzoffiana,2024,June,6,8,5,In,5
01JM1,CapBac,Syagrus_romanzoffiana,2024,June,6,8,5,Out,5
01JM1,CapBac,Syagrus_romanzoffiana,2024,June,6,8,5,In,5
01JM1,CapBac&CasSyl,Syagrus_romanzoffiana,2024,June,6,8,5,Out,3
01JM1,CapBac&CasSyl,Syagrus_romanzoffiana,2024,June,6,8,5,In,5
01JM1,CasSyl,Syagrus_romanzoffiana,2024,June,6,8,5,Out,4
01JM1,CasSyl,Syagrus_romanzoffiana,2024,June,6,8,5,In,5
01JM1,TreMic,Syagrus_romanzoffiana,2024,June,6,8,5,Out,5
01JM1,TreMic,Syagrus_romanzoffiana,2024,June,6,8,5,In,5
02JM2,AcnArb,Syagrus_romanzoffiana,2024,June,6,8,5,Out,4
02JM2,AcnArb,Syagrus_romanzoffiana,2024,June,6,8,5,In,5
02JM2,AcnArb&CapBac,Syagrus_romanzoffiana,2024,June,6,8,5,Out,5
02JM2,AcnArb&CapBac,Syagrus_romanzoffiana,2024,June,6,8,5,In,5
02JM2,AcnArb&TreMic,Syagrus_romanzoffiana,2024,June,6,8,5,Out,5
02JM2,AcnArb&TreMic,Syagrus_romanzoffiana,2024,June,6,8,5,In,5
02JM2,All,Syagrus_romanzoffiana,2024,June,6,8,5,Out,4
02JM2,All,Syagrus_romanzoffiana,2024,June,6,8,5,In,5
02JM2,CapBac,Syagrus_romanzoffiana,2024,June,6,8,5,Out,5
02JM2,CapBac,Syagrus_romanzoffiana,2024,June,6,8,5,In,5
02JM2,CapBac&TreMic,Syagrus_romanzoffiana,2024,June,6,8,5,Out,5
02JM2,CapBac&TreMic,Syagrus_romanzoffiana,2024,June,6,8,5,In,5
02JM2,CasSyl,Syagrus_romanzoffiana,2024,June,6,8,5,Out,5
02JM2,CasSyl,Syagrus_romanzoffiana,2024,June,6,8,5,In,5
02JM2,CasSyl&TreMic,Syagrus_romanzoffiana,2024,June,6,8,5,Out,5
02JM2,CasSyl&TreMic,Syagrus_romanzoffiana,2024,June,6,8,5,In,5
02JM2,Control,Syagrus_romanzoffiana,2024,June,6,8,5,Out,5
02JM2,Control,Syagrus_romanzoffiana,2024,June,6,8,5,In,5
02JM2,TreMic,Syagrus_romanzoffiana,2024,June,6,8,5,Out,5
02JM2,TreMic,Syagrus_romanzoffiana,2024,June,6,8,5,In,5
03SS,AcnArb,Syagrus_romanzoffiana,2024,June,6,8,5,Out,5
03SS,AcnArb,Syagrus_romanzoffiana,2024,June,6,8,5,In,5
03SS,AcnArb&CasSyl,Syagrus_romanzoffiana,2024,June,6,8,5,Out,5
03SS,AcnArb&CasSyl,Syagrus_romanzoffiana,2024,June,6,8,5,In,5
03SS,All,Syagrus_romanzoffiana,2024,June,6,8,5,Out,5
03SS,All,Syagrus_romanzoffiana,2024,June,6,8,5,In,5
03SS,CapBac,Syagrus_romanzoffiana,2024,June,6,8,5,Out,5
03SS,CapBac,Syagrus_romanzoffiana,2024,June,6,8,5,In,5
03SS,CapBac&CasSyl,Syagrus_romanzoffiana,2024,June,6,8,5,Out,5
03SS,CapBac&CasSyl,Syagrus_romanzoffiana,2024,June,6,8,5,In,5
03SS,CasSyl,Syagrus_romanzoffiana,2024,June,6,8,5,Out,5
03SS,CasSyl,Syagrus_romanzoffiana,2024,June,6,8,5,In,5
03SS,TreMic,Syagrus_romanzoffiana,2024,June,6,8,5,Out,5
03SS,TreMic,Syagrus_romanzoffiana,2024,June,6,8,5,In,5
05PF1,AcnArb,Syagrus_romanzoffiana,2024,June,8,10,5,Out,5
05PF1,AcnArb,Syagrus_romanzoffiana,2024,June,8,10,5,In,5
05PF1,AcnArb&CasSyl,Syagrus_romanzoffiana,2024,June,8,10,5,Out,5
05PF1,AcnArb&CasSyl,Syagrus_romanzoffiana,2024,June,8,10,5,In,5
05PF1,All,Syagrus_romanzoffiana,2024,June,8,10,5,Out,4
05PF1,All,Syagrus_romanzoffiana,2024,June,8,10,5,In,5
05PF1,CapBac,Syagrus_romanzoffiana,2024,June,8,10,5,Out,5
05PF1,CapBac,Syagrus_romanzoffiana,2024,June,8,10,5,In,5
05PF1,CapBac&CasSyl,Syagrus_romanzoffiana,2024,June,8,10,5,Out,5
05PF1,CapBac&CasSyl,Syagrus_romanzoffiana,2024,June,8,10,5,In,5
05PF1,CasSyl,Syagrus_romanzoffiana,2024,June,8,10,5,Out,5
05PF1,CasSyl,Syagrus_romanzoffiana,2024,June,8,10,5,In,5
05PF1,TreMic,Syagrus_romanzoffiana,2024,June,8,10,5,Out,5
05PF1,TreMic,Syagrus_romanzoffiana,2024,June,8,10,5,In,5
06PF2,AcnArb,Syagrus_romanzoffiana,2024,June,8,10,5,Out,5
06PF2,AcnArb,Syagrus_romanzoffiana,2024,June,8,10,5,In,5
06PF2,AcnArb&CapBac,Syagrus_romanzoffiana,2024,June,8,10,5,Out,5
06PF2,AcnArb&CapBac,Syagrus_romanzoffiana,2024,June,8,10,5,In,3
06PF2,AcnArb&TreMic,Syagrus_romanzoffiana,2024,June,8,10,5,Out,5
06PF2,AcnArb&TreMic,Syagrus_romanzoffiana,2024,June,8,10,5,In,5
06PF2,All,Syagrus_romanzoffiana,2024,June,8,10,5,Out,5
06PF2,All,Syagrus_romanzoffiana,2024,June,8,10,5,In,5
06PF2,CapBac,Syagrus_romanzoffiana,2024,June,8,10,5,Out,5
06PF2,CapBac,Syagrus_romanzoffiana,2024,June,8,10,5,In,5
06PF2,CapBac&TreMic,Syagrus_romanzoffiana,2024,June,8,10,5,Out,5
06PF2,CapBac&TreMic,Syagrus_romanzoffiana,2024,June,8,10,5,In,5
06PF2,CasSyl,Syagrus_romanzoffiana,2024,June,8,10,5,Out,5
06PF2,CasSyl,Syagrus_romanzoffiana,2024,June,8,10,5,In,5
06PF2,CasSyl&TreMic,Syagrus_romanzoffiana,2024,June,8,10,5,Out,5
06PF2,CasSyl&TreMic,Syagrus_romanzoffiana,2024,June,8,10,5,In,5
06PF2,Control,Syagrus_romanzoffiana,2024,June,8,10,5,Out,4
06PF2,Control,Syagrus_romanzoffiana,2024,June,8,10,5,In,5
06PF2,TreMic,Syagrus_romanzoffiana,2024,June,8,10,5,Out,5
06PF2,TreMic,Syagrus_romanzoffiana,2024,June,8,10,5,In,5
07ZM,AcnArb,Syagrus_romanzoffiana,2024,June,7,9,5,Out,5
07ZM,AcnArb,Syagrus_romanzoffiana,2024,June,7,9,5,In,5
07ZM,AcnArb&CasSyl,Syagrus_romanzoffiana,2024,June,7,9,5,Out,5
07ZM,AcnArb&CasSyl,Syagrus_romanzoffiana,2024,June,7,9,5,In,5
07ZM,All,Syagrus_romanzoffiana,2024,June,7,9,5,Out,5
07ZM,All,Syagrus_romanzoffiana,2024,June,7,9,5,In,5
07ZM,CapBac,Syagrus_romanzoffiana,2024,June,7,9,5,Out,5
07ZM,CapBac,Syagrus_romanzoffiana,2024,June,7,9,5,In,5
07ZM,CapBac&CasSyl,Syagrus_romanzoffiana,2024,June,7,9,5,Out,5
07ZM,CapBac&CasSyl,Syagrus_romanzoffiana,2024,June,7,9,5,In,5
07ZM,CasSyl,Syagrus_romanzoffiana,2024,June,7,9,5,Out,5
07ZM,CasSyl,Syagrus_romanzoffiana,2024,June,7,9,5,In,5
07ZM,TreMic,Syagrus_romanzoffiana,2024,June,7,9,5,Out,4
07ZM,TreMic,Syagrus_romanzoffiana,2024,June,7,9,5,In,5
08NEI,AcnArb,Syagrus_romanzoffiana,2024,June,7,9,5,Out,5
08NEI,AcnArb,Syagrus_romanzoffiana,2024,June,7,9,5,In,5
08NEI,AcnArb&CapBac,Syagrus_romanzoffiana,2024,June,7,9,5,Out,0
08NEI,AcnArb&CapBac,Syagrus_romanzoffiana,2024,June,7,9,5,In,4
08NEI,AcnArb&TreMic,Syagrus_romanzoffiana,2024,June,7,9,5,Out,5
08NEI,AcnArb&TreMic,Syagrus_romanzoffiana,2024,June,7,9,5,In,5
08NEI,All,Syagrus_romanzoffiana,2024,June,7,9,5,Out,5
08NEI,All,Syagrus_romanzoffiana,2024,June,7,9,5,In,5
08NEI,CapBac,Syagrus_romanzoffiana,2024,June,7,9,5,Out,5
08NEI,CapBac,Syagrus_romanzoffiana,2024,June,7,9,5,In,5
08NEI,CapBac&TreMic,Syagrus_romanzoffiana,2024,June,7,9,5,Out,4
08NEI,CapBac&TreMic,Syagrus_romanzoffiana,2024,June,7,9,5,In,5
08NEI,CasSyl,Syagrus_romanzoffiana,2024,June,7,9,5,Out,5
08NEI,CasSyl,Syagrus_romanzoffiana,2024,June,7,9,5,In,5
08NEI,CasSyl&TreMic,Syagrus_romanzoffiana,2024,June,7,9,5,Out,5
08NEI,CasSyl&TreMic,Syagrus_romanzoffiana,2024,June,7,9,5,In,5
08NEI,Control,Syagrus_romanzoffiana,2024,June,7,9,5,Out,4
08NEI,Control,Syagrus_romanzoffiana,2024,June,7,9,5,In,3
08NEI,TreMic,Syagrus_romanzoffiana,2024,June,7,9,5,Out,5
08NEI,TreMic,Syagrus_romanzoffiana,2024,June,7,9,5,In,5
09DITO,AcnArb,Syagrus_romanzoffiana,2024,June,7,9,5,Out,5
09DITO,AcnArb,Syagrus_romanzoffiana,2024,June,7,9,5,In,5
09DITO,AcnArb&CasSyl,Syagrus_romanzoffiana,2024,June,7,9,5,Out,4
09DITO,AcnArb&CasSyl,Syagrus_romanzoffiana,2024,June,7,9,5,In,5
09DITO,CapBac,Syagrus_romanzoffiana,2024,June,7,9,5,Out,5
09DITO,CapBac,Syagrus_romanzoffiana,2024,June,7,9,5,In,5
09DITO,CapBac&CasSyl,Syagrus_romanzoffiana,2024,June,7,9,5,Out,4
09DITO,CapBac&CasSyl,Syagrus_romanzoffiana,2024,June,7,9,5,In,5
09DITO,CasSyl,Syagrus_romanzoffiana,2024,June,7,9,5,Out,5
09DITO,CasSyl,Syagrus_romanzoffiana,2024,June,7,9,5,In,5
09DITO,CasSyl&TreMic,Syagrus_romanzoffiana,2024,June,7,9,5,Out,5
09DITO,CasSyl&TreMic,Syagrus_romanzoffiana,2024,June,7,9,5,In,5
09DITO,TreMic,Syagrus_romanzoffiana,2024,June,7,9,5,Out,5
09DITO,TreMic,Syagrus_romanzoffiana,2024,June,7,9,5,In,5
10JG,AcnArb,Syagrus_romanzoffiana,2024,June,7,9,5,Out,5
10JG,AcnArb,Syagrus_romanzoffiana,2024,June,7,9,5,In,5
10JG,AcnArb&CapBac,Syagrus_romanzoffiana,2024,June,7,9,5,Out,5
10JG,AcnArb&CapBac,Syagrus_romanzoffiana,2024,June,7,9,5,In,5
10JG,AcnArb&TreMic,Syagrus_romanzoffiana,2024,June,7,9,5,Out,5
10JG,AcnArb&TreMic,Syagrus_romanzoffiana,2024,June,7,9,5,In,5
10JG,All,Syagrus_romanzoffiana,2024,June,7,9,5,Out,5
10JG,All,Syagrus_romanzoffiana,2024,June,7,9,5,In,5
10JG,CapBac,Syagrus_romanzoffiana,2024,June,7,9,5,Out,5
10JG,CapBac,Syagrus_romanzoffiana,2024,June,7,9,5,In,5
10JG,CapBac&TreMic,Syagrus_romanzoffiana,2024,June,7,9,5,Out,5
10JG,CapBac&TreMic,Syagrus_romanzoffiana,2024,June,7,9,5,In,5
10JG,CasSyl,Syagrus_romanzoffiana,2024,June,7,9,5,Out,5
10JG,CasSyl,Syagrus_romanzoffiana,2024,June,7,9,5,In,5
10JG,CasSyl&TreMic,Syagrus_romanzoffiana,2024,June,7,9,5,Out,5
10JG,CasSyl&TreMic,Syagrus_romanzoffiana,2024,June,7,9,5,In,5
10JG,Control,Syagrus_romanzoffiana,2024,June,7,9,5,Out,5
10JG,Control,Syagrus_romanzoffiana,2024,June,7,9,5,In,5
10JG,TreMic,Syagrus_romanzoffiana,2024,June,7,9,5,Out,5
10JG,TreMic,Syagrus_romanzoffiana,2024,June,7,9,5,In,5
04AJ,AcnArb,Syagrus_romanzoffiana,2024,June,6,8,5,Out,5
04AJ,AcnArb,Syagrus_romanzoffiana,2024,June,6,8,5,In,5
04AJ,AcnArb&CapBac,Syagrus_romanzoffiana,2024,June,6,8,5,Out,5
04AJ,AcnArb&CapBac,Syagrus_romanzoffiana,2024,June,6,8,5,In,5
04AJ,AcnArb&TreMic,Syagrus_romanzoffiana,2024,June,6,8,5,Out,2
04AJ,AcnArb&TreMic,Syagrus_romanzoffiana,2024,June,6,8,5,In,5
04AJ,All,Syagrus_romanzoffiana,2024,June,6,8,5,Out,5
04AJ,All,Syagrus_romanzoffiana,2024,June,6,8,5,In,5
04AJ,CapBac,Syagrus_romanzoffiana,2024,June,6,8,5,Out,5
04AJ,CapBac,Syagrus_romanzoffiana,2024,June,6,8,5,In,5
04AJ,CapBac&TreMic,Syagrus_romanzoffiana,2024,June,6,8,5,Out,1
04AJ,CapBac&TreMic,Syagrus_romanzoffiana,2024,June,6,8,5,In,5
04AJ,CasSyl,Syagrus_romanzoffiana,2024,June,6,8,5,Out,5
04AJ,CasSyl,Syagrus_romanzoffiana,2024,June,6,8,5,In,5
04AJ,CasSyl&TreMic,Syagrus_romanzoffiana,2024,June,6,8,5,Out,5
04AJ,CasSyl&TreMic,Syagrus_romanzoffiana,2024,June,6,8,5,In,5
04AJ,Control,Syagrus_romanzoffiana,2024,June,6,8,5,Out,5
04AJ,Control,Syagrus_romanzoffiana,2024,June,6,8,5,In,5
04AJ,TreMic,Syagrus_romanzoffiana,2024,June,6,8,5,Out,5
04AJ,TreMic,Syagrus_romanzoffiana,2024,June,6,8,5,In,5
