Site,Treatment,Plant Species,Plant,total_bugs,HerbivoryRatePlantLevel,Sum(p_x_lp),rich,Plot_Classification,density_intra
4AJ,All,CasDec,5,0,0,0,0,Hetero.All,4
4AJ,All,CasDec,8,0,0,0,0,Hetero.All,4
4AJ,All,CasSyl,2,0,0,0,0,Hetero.All,4
4AJ,All,CasSyl,12,0,0,0,0,Hetero.All,4
4AJ,All,CelIgu,1,0,0,0,0,Hetero.All,4
4AJ,All,CelIgu,10,1,0,0.693147181,1,Hetero.All,4
4AJ,All,TreMic,4,0,0,0,0,Hetero.All,4
4AJ,All,TreMic,7,1,0,0.693147181,1,Hetero.All,4
4AJ,CapBac,CapBac,1,0,0,0,0,Intra,24
4AJ,CapBac,CapBac,2,0,0,0,0,Intra,24
4AJ,CapBac,CapBac,3,2,0,0.693147181,1,Intra,24
4AJ,CapBac,CapBac,4,0,0,0,0,Intra,24
4AJ,CapBacCasDec,CapBac,3,1,0,0.693147181,1,Hetero.diff,12
4AJ,CapBacCasDec,CapBac,4,0,0,0,0,Hetero.diff,12
4AJ,CapBacCasDec,CasDec,1,0,0,0,0,Hetero.diff,12
4AJ,CapBacCasDec,CasDec,2,0,0,0,0,Hetero.diff,12
4AJ,CapBacCasSyl,CapBac,1,0,0,0,0,Hetero.diff,12
4AJ,CapBacCasSyl,CapBac,2,0,0,0,0,Hetero.diff,12
4AJ,CapBacCasSyl,CasSyl,3,0,0,0,0,Hetero.diff,12
4AJ,CapBacCasSyl,CasSyl,4,1,0,0.693147181,1,Hetero.diff,12
4AJ,CapBacCelIgu,CapBac,1,0,0,0,0,Hetero.diff,12
4AJ,CapBacCelIgu,CapBac,2,1,0,0.693147181,1,Hetero.diff,12
4AJ,CapBacCelIgu,CapBac,3,1,0,0.693147181,1,Hetero.diff,12
4AJ,CapBacCelIgu,CapBac,4,0,0,0,0,Hetero.diff,12
4AJ,CapBacCelIgu,CelIgu,1,0,0,0,0,Hetero.diff,12
4AJ,CapBacCelIgu,CelIgu,2,0,0,0,0,Hetero.diff,12
4AJ,CapBacCelIgu,CelIgu,3,0,0,0,0,Hetero.diff,12
4AJ,CapBacCelIgu,CelIgu,4,0,0,0,0,Hetero.diff,12
4AJ,CapBacTreMic,CapBac,1,0,0,0,0,Hetero.diff,12
4AJ,CapBacTreMic,CapBac,2,0,0,0,0,Hetero.diff,12
4AJ,CapBacTreMic,TreMic,3,2,0,0.405465108,2,Hetero.diff,12
4AJ,CapBacTreMic,TreMic,4,0,0,0,0,Hetero.diff,12
4AJ,CasDec,CasDec,1,0,0,0,0,Intra,24
4AJ,CasDec,CasDec,2,0,0,0,0,Intra,24
4AJ,CasDec,CasDec,3,0,0,0,0,Intra,24
4AJ,CasDec,CasDec,4,1,0,0.693147181,1,Intra,24
4AJ,CasDecCasSyl,CasDec,1,0,0,0,0,Hetero.same,12
4AJ,CasDecCasSyl,CasDec,2,0,0,0,0,Hetero.same,12
4AJ,CasDecCasSyl,CasSyl,3,1,0,0.693147181,1,Hetero.same,12
4AJ,CasDecCasSyl,CasSyl,4,0,0,0,0,Hetero.same,12
4AJ,CasDecCelIgu,CasDec,1,0,0,0,0,Hetero.diff,12
4AJ,CasDecCelIgu,CasDec,2,0,0,0,0,Hetero.diff,12
4AJ,CasDecCelIgu,CelIgu,3,0,0,0,0,Hetero.diff,12
4AJ,CasDecCelIgu,CelIgu,4,0,0,0,0,Hetero.diff,12
4AJ,CasDecTreMic,CasDec,1,0,0,0,0,Hetero.diff,12
4AJ,CasDecTreMic,CasDec,2,1,0,0.693147181,1,Hetero.diff,12
4AJ,CasDecTreMic,TreMic,3,1,0,0.693147181,1,Hetero.diff,12
4AJ,CasDecTreMic,TreMic,4,0,0,0,0,Hetero.diff,12
4AJ,CasSyl,CasSyl,1,0,0,0,0,Intra,24
4AJ,CasSyl,CasSyl,2,0,0,0,0,Intra,24
4AJ,CasSyl,CasSyl,3,0,0,0,0,Intra,24
4AJ,CasSyl,CasSyl,4,0,0,0,0,Intra,24
4AJ,CasSylCelIgu,CasSyl,1,1,0,0.693147181,1,Hetero.diff,12
4AJ,CasSylCelIgu,CasSyl,2,0,0,0,0,Hetero.diff,12
4AJ,CasSylCelIgu,CelIgu,3,0,0,0,0,Hetero.diff,12
4AJ,CasSylCelIgu,CelIgu,4,0,0,0,0,Hetero.diff,12
4AJ,CasSylTreMic,CasSyl,3,0,0,0,0,Hetero.diff,12
4AJ,CasSylTreMic,CasSyl,4,0,0,0,0,Hetero.diff,12
4AJ,CasSylTreMic,TreMic,1,0,0,0,0,Hetero.diff,12
4AJ,CasSylTreMic,TreMic,2,0,0,0,0,Hetero.diff,12
4AJ,CelIgu,CelIgu,1,0,0,0,0,Intra,24
4AJ,CelIgu,CelIgu,2,0,0,0,0,Intra,24
4AJ,CelIgu,CelIgu,3,0,0,0,0,Intra,24
4AJ,CelIgu,CelIgu,4,0,0,0,0,Intra,24
4AJ,CelIguTreMic,CelIgu,1,0,0,0,0,Hetero.same,12
4AJ,CelIguTreMic,CelIgu,2,1,0,0.693147181,1,Hetero.same,12
4AJ,CelIguTreMic,TreMic,3,0,0,0,0,Hetero.same,12
4AJ,CelIguTreMic,TreMic,4,0,0,0,0,Hetero.same,12
4AJ,TreMic,TreMic,1,0,0,0,0,Intra,24
4AJ,TreMic,TreMic,2,0,0,0,0,Intra,24
4AJ,TreMic,TreMic,3,0,0,0,0,Intra,24
4AJ,TreMic,TreMic,4,0,0,0,0,Intra,24
5PF1,AcnArb,AcnArb,1,1,0,0.693147181,2,Intra,24
5PF1,AcnArb,AcnArb,2,0,0,0,0,Intra,24
5PF1,AcnArb,AcnArb,3,0,0,0,0,Intra,24
5PF1,AcnArb,AcnArb,4,0,0,0,0,Intra,24
5PF1,AcnArbCapBac,AcnArb,1,1,0,0.693147181,1,Hetero.same,12
5PF1,AcnArbCapBac,AcnArb,2,0,0,0,0,Hetero.same,12
5PF1,AcnArbCapBac,CapBac,3,0,0,0,0,Hetero.same,12
5PF1,AcnArbCapBac,CapBac,4,0,0,0,0,Hetero.same,12
5PF1,AcnArbCasDec,AcnArb,1,1,0,0.693147181,1,Hetero.diff,12
5PF1,AcnArbCasDec,AcnArb,2,2,0,0.405465108,2,Hetero.diff,12
5PF1,AcnArbCasDec,CasDec,3,0,0,0,0,Hetero.diff,12
5PF1,AcnArbCasDec,CasDec,4,0,0,0,0,Hetero.diff,12
5PF1,AcnArbCasSyl,AcnArb,3,0,0,0,0,Hetero.diff,12
5PF1,AcnArbCasSyl,AcnArb,4,0,0,0,0,Hetero.diff,12
5PF1,AcnArbCasSyl,CasSyl,1,0,0,0,0,Hetero.diff,12
5PF1,AcnArbCasSyl,CasSyl,2,0,0,0,0,Hetero.diff,12
5PF1,AcnArbCelIgu,AcnArb,1,0,0,0,0,Hetero.diff,12
5PF1,AcnArbCelIgu,AcnArb,2,0,0,0,0,Hetero.diff,12
5PF1,AcnArbCelIgu,CelIgu,3,0,0,0,0,Hetero.diff,12
5PF1,AcnArbCelIgu,CelIgu,4,0,0,0,0,Hetero.diff,12
5PF1,AcnArbTreMic,AcnArb,3,0,0,0,0,Hetero.diff,12
5PF1,AcnArbTreMic,AcnArb,4,0,0,0,0,Hetero.diff,12
5PF1,AcnArbTreMic,TreMic,1,0,0,0,0,Hetero.diff,12
5PF1,AcnArbTreMic,TreMic,2,0,0,0,0,Hetero.diff,12
5PF1,All,AcnArb,3,3,0,0.287682072,3,Hetero.All,4
5PF1,All,AcnArb,10,8,0,0.219374675,5,Hetero.All,4
5PF1,All,CapBac,7,3,0,0.287682072,3,Hetero.All,4
5PF1,All,CapBac,11,1,0,0.693147181,1,Hetero.All,4
5PF1,All,CasDec,1,0,0,0,0,Hetero.All,4
5PF1,All,CasDec,4,0,0,0,0,Hetero.All,4
5PF1,All,CasDec,8,0,0,0,0,Hetero.All,4
5PF1,All,CasSyl,1,0,0,0,0,Hetero.All,4
5PF1,All,CasSyl,4,0,0,0,0,Hetero.All,4
5PF1,All,CasSyl,12,0,0,0,0,Hetero.All,4
5PF1,All,CelIgu,5,0,0,0,0,Hetero.All,4
5PF1,All,CelIgu,6,0,0,0,0,Hetero.All,4
5PF1,All,TreMic,2,5,0,0.506693643,2,Hetero.All,4
5PF1,All,TreMic,9,0,0,0,0,Hetero.All,4
5PF1,CapBac,CapBac,1,1,0,0.693147181,1,Intra,24
5PF1,CapBac,CapBac,2,0,0,0,0,Intra,24
5PF1,CapBac,CapBac,3,1,0,0.693147181,1,Intra,24
5PF1,CapBac,CapBac,4,0,0,0,0,Intra,24
5PF1,CapBacCasDec,CapBac,1,1,0,0.693147181,1,Hetero.diff,12
5PF1,CapBacCasDec,CapBac,2,0,0,0,0,Hetero.diff,12
5PF1,CapBacCasDec,CasDec,3,0,0,0,0,Hetero.diff,12
5PF1,CapBacCasDec,CasDec,4,0,0,0,0,Hetero.diff,12
5PF1,CapBacCasSyl,CapBac,1,1,0,0.693147181,1,Hetero.diff,12
5PF1,CapBacCasSyl,CapBac,2,0,0,0,0,Hetero.diff,12
5PF1,CapBacCasSyl,CasSyl,3,1,0,0.693147181,1,Hetero.diff,12
5PF1,CapBacCasSyl,CasSyl,4,0,0,0,0,Hetero.diff,12
5PF1,CapBacCelIgu,CapBac,1,75,0,0.693147181,1,Hetero.diff,12
5PF1,CapBacCelIgu,CapBac,2,75,0,0.693147181,1,Hetero.diff,12
5PF1,CapBacCelIgu,CelIgu,3,0,0,0,0,Hetero.diff,12
5PF1,CapBacCelIgu,CelIgu,4,0,0,0,0,Hetero.diff,12
5PF1,CapBacTreMic,CapBac,1,1,0,0.693147181,1,Hetero.diff,12
5PF1,CapBacTreMic,CapBac,2,4,0,0.31430433,3,Hetero.diff,12
5PF1,CapBacTreMic,TreMic,3,0,0,0,0,Hetero.diff,12
5PF1,CapBacTreMic,TreMic,4,2,0,0.405465108,2,Hetero.diff,12
5PF1,CasDec,CasDec,1,0,0,0,0,Intra,24
5PF1,CasDec,CasDec,2,0,0,0,0,Intra,24
5PF1,CasDec,CasDec,3,0,0,0,0,Intra,24
5PF1,CasDec,CasDec,4,0,0,0,0,Intra,24
5PF1,CasDecCasSyl,CasDec,1,0,0,0,0,Hetero.same,12
5PF1,CasDecCasSyl,CasDec,2,0,0,0,0,Hetero.same,12
5PF1,CasDecCasSyl,CasSyl,3,0,0,0,0,Hetero.same,12
5PF1,CasDecCasSyl,CasSyl,4,0,0,0,0,Hetero.same,12
5PF1,CasDecCelIgu,CasDec,1,0,0,0,0,Hetero.diff,12
5PF1,CasDecCelIgu,CasDec,2,0,0,0,0,Hetero.diff,12
5PF1,CasDecCelIgu,CelIgu,3,0,0,0,0,Hetero.diff,12
5PF1,CasDecCelIgu,CelIgu,4,0,0,0,0,Hetero.diff,12
5PF1,CasDecTreMic,CasDec,3,2,0,0.405465108,2,Hetero.diff,12
5PF1,CasDecTreMic,CasDec,4,0,0,0,0,Hetero.diff,12
5PF1,CasDecTreMic,TreMic,1,3,0,0.287682072,3,Hetero.diff,12
5PF1,CasDecTreMic,TreMic,2,4,0,0.223143551,4,Hetero.diff,12
5PF1,CasSyl,CasSyl,1,0,0,0,0,Intra,24
5PF1,CasSyl,CasSyl,2,0,0,0,0,Intra,24
5PF1,CasSyl,CasSyl,3,0,0,0,0,Intra,24
5PF1,CasSyl,CasSyl,4,1,0,0.693147181,1,Intra,24
5PF1,CasSylCelIgu,CasSyl,1,0,0,0,0,Hetero.diff,12
5PF1,CasSylCelIgu,CasSyl,2,0,0,0,0,Hetero.diff,12
5PF1,CasSylCelIgu,CelIgu,3,1,0,0.693147181,1,Hetero.diff,12
5PF1,CasSylCelIgu,CelIgu,4,0,0,0,0,Hetero.diff,12
5PF1,CasSylTreMic,CasSyl,1,0,0,0,0,Hetero.diff,12
5PF1,CasSylTreMic,CasSyl,2,0,0,0,0,Hetero.diff,12
5PF1,CasSylTreMic,TreMic,3,0,0,0,0,Hetero.diff,12
5PF1,CasSylTreMic,TreMic,4,0,0,0,0,Hetero.diff,12
5PF1,CelIgu,CasSyl,2,0,0,0,0,Intra,24
5PF1,CelIgu,CelIgu,1,0,0,0,0,Intra,24
5PF1,CelIgu,CelIgu,2,0,0,0,0,Intra,24
5PF1,CelIgu,CelIgu,3,0,0,0,0,Intra,24
5PF1,CelIgu,CelIgu,4,0,0,0,0,Intra,24
5PF1,CelIguTreMic,CelIgu,3,0,0,0,0,Hetero.same,12
5PF1,CelIguTreMic,CelIgu,4,0,0,0,0,Hetero.same,12
5PF1,CelIguTreMic,TreMic,1,0,0,0,0,Hetero.same,12
5PF1,CelIguTreMic,TreMic,2,0,0,0,0,Hetero.same,12
5PF1,TreMic,TreMic,1,1,0,0.693147181,1,Intra,24
5PF1,TreMic,TreMic,2,4,0,0.31430433,3,Intra,24
5PF1,TreMic,TreMic,3,0,0,0,0,Intra,24
5PF1,TreMic,TreMic,4,0,0,0,0,Intra,24
6PF2,AcnArb,AcnArb,1,73,0.537736264,0.436918291,3,Intra,24
6PF2,AcnArb,AcnArb,2,0,0.545929339,0,0,Intra,24
6PF2,AcnArb,AcnArb,3,3,0.601680672,0.43644444,2,Intra,24
6PF2,AcnArb,AcnArb,4,2,0.738517039,0.693147181,1,Intra,24
6PF2,AcnArbCapBac,AcnArb,1,2,0.389078675,0.405465108,2,Hetero.same,12
6PF2,AcnArbCapBac,AcnArb,2,2,0.410390818,0.405465108,2,Hetero.same,12
6PF2,AcnArbCapBac,CapBac,3,2,0.088095238,0.693147181,1,Hetero.same,12
6PF2,AcnArbCapBac,CapBac,4,0,0.122660819,0,0,Hetero.same,12
6PF2,AcnArbCasDec,AcnArb,3,0,0.52715093,0,0,Hetero.diff,12
6PF2,AcnArbCasDec,AcnArb,4,0,0.731400181,0,0,Hetero.diff,12
6PF2,AcnArbCasDec,CasDec,1,0,0.016666667,0,0,Hetero.diff,12
6PF2,AcnArbCasDec,CasDec,2,0,0,0,0,Hetero.diff,12
6PF2,AcnArbCasSyl,AcnArb,3,1,0.213052503,0.693147181,1,Hetero.diff,12
6PF2,AcnArbCasSyl,AcnArb,4,1,0.1875,0.693147181,1,Hetero.diff,12
6PF2,AcnArbCasSyl,CasSyl,1,0,0.006666667,0,0,Hetero.diff,12
6PF2,AcnArbCasSyl,CasSyl,2,0,0.003921569,0,0,Hetero.diff,12
6PF2,AcnArbCelIgu,AcnArb,3,0,0.174772727,0,0,Hetero.diff,12
6PF2,AcnArbCelIgu,AcnArb,4,6,0.238859649,0.198661144,5,Hetero.diff,12
6PF2,AcnArbCelIgu,CelIgu,1,3,0,0.43644444,2,Hetero.diff,12
6PF2,AcnArbCelIgu,CelIgu,2,0,0.086369048,0,0,Hetero.diff,12
6PF2,AcnArbTreMic,AcnArb,1,105,0.514887892,0.638704684,3,Hetero.diff,12
6PF2,AcnArbTreMic,AcnArb,2,157,0.660475013,0.642647361,2,Hetero.diff,12
6PF2,AcnArbTreMic,TreMic,3,0,0.128888889,0,0,Hetero.diff,12
6PF2,AcnArbTreMic,TreMic,4,0,0.207765568,0,0,Hetero.diff,12
6PF2,All,AcnArb,3,2,0.247744728,0.405465108,2,Hetero.All,4
6PF2,All,AcnArb,10,5,0.671758561,0.416591072,2,Hetero.All,4
6PF2,All,CapBac,7,22,0.307415655,0.591883947,3,Hetero.All,4
6PF2,All,CapBac,11,2,0,0.405465108,2,Hetero.All,4
6PF2,All,CapBac,12,0,0.272826797,0,1,Hetero.All,4
6PF2,All,CasDec,1,0,0,0,0,Hetero.All,4
6PF2,All,CasDec,8,1,0.015128205,0.693147181,1,Hetero.All,4
6PF2,All,CasSyl,4,0,0.022008547,0,0,Hetero.All,4
6PF2,All,CasSyl,11,0,0.04460114,0,0,Hetero.All,4
6PF2,All,CasSyl,12,0,0,0,0,Hetero.All,4
6PF2,All,CelIgu,5,1,0,0.693147181,1,Hetero.All,4
6PF2,All,CelIgu,6,3,0.112628205,0.287682072,3,Hetero.All,4
6PF2,All,TreMic,2,0,0,0,0,Hetero.All,4
6PF2,All,TreMic,9,1,0.011111111,0.693147181,1,Hetero.All,4
6PF2,CapBac,CapBac,1,0,0.032275132,0,0,Intra,24
6PF2,CapBac,CapBac,2,3,0.022619048,0.287682072,3,Intra,24
6PF2,CapBac,CapBac,3,1,0.002564103,0.693147181,1,Intra,24
6PF2,CapBac,CapBac,4,1,0.036383442,0.693147181,1,Intra,24
6PF2,CapBacCasDec,CapBac,3,1,0.018128655,0.693147181,1,Hetero.diff,12
6PF2,CapBacCasDec,CapBac,4,1,0.044156863,0.693147181,1,Hetero.diff,12
6PF2,CapBacCasDec,CasDec,1,0,0.033333333,0,0,Hetero.diff,12
6PF2,CapBacCasDec,CasDec,2,0,0.05,0,0,Hetero.diff,12
6PF2,CapBacCasDec,CasDec,3,0,0,0,0,Hetero.diff,12
6PF2,CapBacCasDec,CasDec,4,4,0,0.31430433,3,Hetero.diff,12
6PF2,CapBacCasSyl,CapBac,3,3,0.039583333,0.43644444,2,Hetero.diff,12
6PF2,CapBacCasSyl,CapBac,4,0,0.119227994,0,0,Hetero.diff,12
6PF2,CapBacCasSyl,CasSyl,1,2,0.077639028,0.405465108,2,Hetero.diff,12
6PF2,CapBacCasSyl,CasSyl,2,2,0.063809524,0.405465108,2,Hetero.diff,12
6PF2,CapBacCelIgu,CapBac,1,4,0.071111111,0.31430433,3,Hetero.diff,12
6PF2,CapBacCelIgu,CapBac,2,1,0.026372549,0.693147181,1,Hetero.diff,12
6PF2,CapBacCelIgu,CelIgu,3,115,0.121071429,0.551328839,5,Hetero.diff,12
6PF2,CapBacCelIgu,CelIgu,4,10,0.178333333,0.370242475,3,Hetero.diff,12
6PF2,CapBacTreMic,CapBac,3,2,0.030429293,0.693147181,1,Hetero.diff,12
6PF2,CapBacTreMic,CapBac,4,0,0.036967419,0,0,Hetero.diff,12
6PF2,CapBacTreMic,TreMic,1,1,0.066666667,0.693147181,1,Hetero.diff,12
6PF2,CapBacTreMic,TreMic,2,0,0.08539108,0,0,Hetero.diff,12
6PF2,CasDec,CasDec,1,0,0,0,0,Intra,24
6PF2,CasDec,CasDec,2,0,0.008333333,0,0,Intra,24
6PF2,CasDec,CasDec,3,0,0.002777778,0,0,Intra,24
6PF2,CasDec,CasDec,4,0,0.110075758,0,0,Intra,24
6PF2,CasDecCasSyl,CasDec,3,0,0.058333333,0,0,Hetero.same,12
6PF2,CasDecCasSyl,CasDec,4,0,0.022008547,0,0,Hetero.same,12
6PF2,CasDecCasSyl,CasSyl,1,0,0.046969697,0,0,Hetero.same,12
6PF2,CasDecCasSyl,CasSyl,2,0,0.026666667,0,0,Hetero.same,12
6PF2,CasDecCelIgu,CasDec,1,0,0.34,0,0,Hetero.diff,12
6PF2,CasDecCelIgu,CasDec,2,1,0.037037037,0.693147181,1,Hetero.diff,12
6PF2,CasDecCelIgu,CelIgu,3,0,0.015452848,0,0,Hetero.diff,12
6PF2,CasDecCelIgu,CelIgu,4,1,0.179828042,0.693147181,1,Hetero.diff,12
6PF2,CasDecTreMic,CasDec,1,0,0.004166667,0,0,Hetero.diff,12
6PF2,CasDecTreMic,CasDec,2,0,0.006666667,0,0,Hetero.diff,12
6PF2,CasDecTreMic,TreMic,3,0,0,0,0,Hetero.diff,12
6PF2,CasDecTreMic,TreMic,4,1,0.275,0.693147181,1,Hetero.diff,12
6PF2,CasSyl,CasSyl,1,0,0.05,0,0,Intra,24
6PF2,CasSyl,CasSyl,2,70,0.107532468,0.549680949,2,Intra,24
6PF2,CasSyl,CasSyl,3,0,0.036666667,0,0,Intra,24
6PF2,CasSyl,CasSyl,4,0,0.049158249,0,0,Intra,24
6PF2,CasSylCelIgu,CasSyl,3,1,0.03531746,0.693147181,1,Hetero.diff,12
6PF2,CasSylCelIgu,CasSyl,4,1,0.006302521,0.693147181,1,Hetero.diff,12
6PF2,CasSylCelIgu,CelIgu,1,1,0.460714286,0.693147181,1,Hetero.diff,12
6PF2,CasSylCelIgu,CelIgu,2,2,0.190586081,0.405465108,2,Hetero.diff,12
6PF2,CasSylTreMic,CasSyl,1,0,0.076388889,0,0,Hetero.diff,12
6PF2,CasSylTreMic,CasSyl,2,0,0.069345238,0,0,Hetero.diff,12
6PF2,CasSylTreMic,TreMic,3,0,0.076190476,0,0,Hetero.diff,12
6PF2,CasSylTreMic,TreMic,4,1,0.347222222,0.693147181,1,Hetero.diff,12
6PF2,CelIgu,CelIgu,1,0,0.123821549,0,0,Intra,24
6PF2,CelIgu,CelIgu,2,1,0.301375661,0.693147181,1,Intra,24
6PF2,CelIgu,CelIgu,3,0,0.248941799,0,0,Intra,24
6PF2,CelIgu,CelIgu,4,0,0.270846561,0,0,Intra,24
6PF2,CelIguTreMic,CelIgu,3,0,0.270138889,0,0,Hetero.same,12
6PF2,CelIguTreMic,CelIgu,4,0,0.071746032,0,0,Hetero.same,12
6PF2,CelIguTreMic,TreMic,1,0,0.094236111,0,0,Hetero.same,12
6PF2,CelIguTreMic,TreMic,2,0,0.095991387,0,0,Hetero.same,12
6PF2,TreMic,TreMic,1,601,0,0.529255506,3,Intra,24
6PF2,TreMic,TreMic,2,1,0,0.693147181,1,Intra,24
6PF2,TreMic,TreMic,3,1,0.133333333,0.693147181,1,Intra,24
6PF2,TreMic,TreMic,4,0,0,0,0,Intra,24
7ZM,AcnArb,AcnArb,1,0,0,0,0,Intra,24
7ZM,AcnArb,AcnArb,2,4,0,0.475497729,2,Intra,24
7ZM,AcnArb,AcnArb,3,2,0,0.405465108,2,Intra,24
7ZM,AcnArb,AcnArb,4,0,0,0,0,Intra,24
7ZM,AcnArbCapBac,AcnArb,3,59,0,0.531519309,3,Hetero.same,12
7ZM,AcnArbCapBac,AcnArb,4,49,0,0.390895398,4,Hetero.same,12
7ZM,AcnArbCapBac,CapBac,1,0,0,0,0,Hetero.same,12
7ZM,AcnArbCapBac,CapBac,2,1,0,0.693147181,1,Hetero.same,12
7ZM,AcnArbCasDec,AcnArb,3,54,0,0.609552096,3,Hetero.diff,12
7ZM,AcnArbCasDec,AcnArb,4,0,0,0,0,Hetero.diff,12
7ZM,AcnArbCasDec,CasDec,1,1,0,0.693147181,1,Hetero.diff,12
7ZM,AcnArbCasDec,CasDec,2,0,0,0,0,Hetero.diff,12
7ZM,AcnArbCasSyl,AcnArb,1,122,0,0.515958661,6,Hetero.diff,12
7ZM,AcnArbCasSyl,AcnArb,2,21,0,0.537250752,4,Hetero.diff,12
7ZM,AcnArbCasSyl,CasSyl,3,0,0,0,0,Hetero.diff,12
7ZM,AcnArbCasSyl,CasSyl,4,0,0,0,0,Hetero.diff,12
7ZM,AcnArbCelIgu,AcnArb,1,7,0,0.693147181,1,Hetero.diff,12
7ZM,AcnArbCelIgu,AcnArb,2,2,0,0.405465108,2,Hetero.diff,12
7ZM,AcnArbCelIgu,CelIgu,3,0,0,0,0,Hetero.diff,12
7ZM,AcnArbCelIgu,CelIgu,4,1,0,0.693147181,1,Hetero.diff,12
7ZM,AcnArbTreMic,AcnArb,3,157,0,0.641781799,4,Hetero.diff,12
7ZM,AcnArbTreMic,AcnArb,4,58,0,0.577898837,4,Hetero.diff,12
7ZM,AcnArbTreMic,TreMic,1,0,0,0,0,Hetero.diff,12
7ZM,AcnArbTreMic,TreMic,2,1,0,0.693147181,1,Hetero.diff,12
7ZM,All,AcnArb,5,80,0,0.422862534,2,Hetero.All,4
7ZM,All,AcnArb,6,350,0,0.349510194,9,Hetero.All,4
7ZM,All,CapBac,2,1,0,0.693147181,1,Hetero.All,4
7ZM,All,CapBac,9,0,0,0,0,Hetero.All,4
7ZM,All,CapBac,12,0,0,0,0,Hetero.All,4
7ZM,All,CasDec,1,0,0,0,0,Hetero.All,4
7ZM,All,CasDec,8,0,0,0,0,Hetero.All,4
7ZM,All,CasDec,11,0,0,0,0,Hetero.All,4
7ZM,All,CasSyl,4,1,0,0.693147181,1,Hetero.All,4
7ZM,All,CasSyl,8,0,0,0,0,Hetero.All,4
7ZM,All,CelIgu,3,0,0,0,0,Hetero.All,4
7ZM,All,CelIgu,10,1,0,0.693147181,1,Hetero.All,4
7ZM,All,TreMic,7,0,0,0,0,Hetero.All,4
7ZM,CapBac,CapBac,1,0,0,0,0,Intra,24
7ZM,CapBac,CapBac,2,4,0,0.475497729,2,Intra,24
7ZM,CapBac,CapBac,3,3,0,0.287682072,3,Intra,24
7ZM,CapBac,CapBac,4,0,0,0,0,Intra,24
7ZM,CapBacCasDec,CapBac,1,1,0,0.693147181,1,Hetero.diff,12
7ZM,CapBacCasDec,CapBac,2,0,0,0,0,Hetero.diff,12
7ZM,CapBacCasDec,CasDec,3,0,0,0,0,Hetero.diff,12
7ZM,CapBacCasDec,CasDec,4,0,0,0,0,Hetero.diff,12
7ZM,CapBacCasSyl,CapBac,3,0,0,0,0,Hetero.diff,12
7ZM,CapBacCasSyl,CapBac,4,0,0,0,0,Hetero.diff,12
7ZM,CapBacCasSyl,CasSyl,1,0,0,0,0,Hetero.diff,12
7ZM,CapBacCasSyl,CasSyl,2,0,0,0,0,Hetero.diff,12
7ZM,CapBacCelIgu,CapBac,1,0,0,0,0,Hetero.diff,12
7ZM,CapBacCelIgu,CapBac,2,2,0,0.693147181,1,Hetero.diff,12
7ZM,CapBacCelIgu,CasDec,3,0,0,0,0,Hetero.diff,12
7ZM,CapBacCelIgu,CasDec,4,0,0,0,0,Hetero.diff,12
7ZM,CapBacCelIgu,CelIgu,3,0,0,0,0,Hetero.diff,12
7ZM,CapBacCelIgu,CelIgu,4,0,0,0,0,Hetero.diff,12
7ZM,CapBacTreMic,CapBac,1,1,0,0.693147181,1,Hetero.diff,12
7ZM,CapBacTreMic,CapBac,2,52,0,0.64854906,3,Hetero.diff,12
7ZM,CapBacTreMic,TreMic,3,0,0,0,0,Hetero.diff,12
7ZM,CapBacTreMic,TreMic,4,9,0,0.168900636,6,Hetero.diff,12
7ZM,CasDec,CasDec,1,0,0,0,0,Intra,24
7ZM,CasDec,CasDec,2,2,0,0.693147181,1,Intra,24
7ZM,CasDec,CasDec,3,1,0,0.693147181,1,Intra,24
7ZM,CasDec,CasDec,4,1,0,0.693147181,1,Intra,24
7ZM,CasDecCasSyl,CasDec,3,0,0,0,0,Hetero.same,12
7ZM,CasDecCasSyl,CasDec,4,0,0,0,0,Hetero.same,12
7ZM,CasDecCasSyl,CasSyl,1,0,0,0,0,Hetero.same,12
7ZM,CasDecCasSyl,CasSyl,2,0,0,0,0,Hetero.same,12
7ZM,CasDecCelIgu,CasDec,1,0,0,0,0,Hetero.diff,12
7ZM,CasDecCelIgu,CasDec,2,0,0,0,0,Hetero.diff,12
7ZM,CasDecCelIgu,CelIgu,3,2,0,0.405465108,2,Hetero.diff,12
7ZM,CasDecCelIgu,CelIgu,4,2,0,0.693147181,1,Hetero.diff,12
7ZM,CasDecTreMic,CasDec,3,0,0,0,0,Hetero.diff,12
7ZM,CasDecTreMic,CasDec,4,1,0,0.693147181,1,Hetero.diff,12
7ZM,CasDecTreMic,TreMic,1,103,0,0.659551742,2,Hetero.diff,12
7ZM,CasDecTreMic,TreMic,2,0,0,0,0,Hetero.diff,12
7ZM,CasSyl,CasSyl,1,0,0,0,0,Intra,24
7ZM,CasSyl,CasSyl,2,1,0,0.693147181,1,Intra,24
7ZM,CasSyl,CasSyl,3,2,0,0.405465108,2,Intra,24
7ZM,CasSyl,CasSyl,4,1,0,0.693147181,1,Intra,24
7ZM,CasSylCelIgu,CasSyl,1,0,0,0,0,Hetero.diff,12
7ZM,CasSylCelIgu,CasSyl,2,0,0,0,0,Hetero.diff,12
7ZM,CasSylCelIgu,CelIgu,3,2,0,0.405465108,2,Hetero.diff,12
7ZM,CasSylCelIgu,CelIgu,4,0,0,0,0,Hetero.diff,12
